5.118216247002567165e-01 9.504636963259353033e-01 1.441596127196337340e-01
9.486494471372438619e-01 3.118314520104854548e-01 4.233264489725756530e-01
8.277025938204417566e-01 4.091991363691612760e-01 5.495936876730594944e-01
2.755911324306836718e-02 7.535131086748065865e-01 5.381433132192782187e-01
3.297317164990921645e-01 7.884287034284043205e-01 3.031948292916449850e-01
4.534978894806515060e-01 1.340416972471647483e-01 4.031129864471292290e-01
2.034552406761496179e-01 2.623133404418495074e-01 7.503646726300525760e-01
2.804087579860399249e-01 4.851909744316350581e-01 9.807371998012386349e-01
9.616571936637867690e-01 7.247899407735336474e-01 5.412268555474342158e-01
2.768912040453708201e-01 1.606520087751268644e-01 9.699254132161325703e-01
5.160685855478787110e-01 1.158656124707703183e-01 6.234897555375004119e-01
7.766831143422979755e-01 6.130033010530404614e-01 9.172977047909026682e-01
3.959287666420285845e-02 5.285892632600216468e-01 4.593358828854037235e-01
6.234957914987560024e-02 6.413281691393749595e-01 8.526328384806567406e-01
5.929410181042840122e-01 2.600974477372232085e-01 8.398815210314087842e-01
5.094958815215093750e-01 5.108888844665330220e-01 7.530302077021778784e-01
1.479220357849565515e-01 8.196267191192769808e-01 6.832869060032571440e-01
7.870969415548010328e-01 1.916162590201352378e-01 8.023641611345300184e-01
1.913239260572002776e-01 8.155261736351271384e-02 8.552269742870701741e-01
8.612834961776684173e-01 8.765370964165805079e-01 4.719097193587902250e-01
2.740483886137182745e-01 7.091828603166261402e-03 6.457208955749478285e-01
7.199093835086930460e-01 8.355692165002741589e-01 2.818778273645421439e-01
2.152181671629735948e-01 6.393313800665878510e-01 8.050548331450096962e-01
9.636708728449708827e-01 1.505248304211774801e-01 4.822123881993365391e-01
8.947158621961734948e-01 4.227169069454372874e-01 5.895020620840480952e-01
2.449067749336319988e-02 6.734598871529389186e-01 9.190886196338224901e-01
8.268253295567210559e-01 8.855202667099467684e-01 6.603553805205233385e-01
2.455522672431775799e-01 7.685169988962543552e-01 2.116747426075105132e-01
8.312748346644611708e-01 6.271792257076824750e-02 8.254878133935558138e-01
1.645072664741012991e-01 3.751469964966418491e-01 3.167381665569642957e-01
6.913370352777412631e-01 1.785718781743719230e-01 3.962561622169864517e-01
5.824595107980945485e-03 2.624947127501014998e-01 4.211888142289552661e-01
1.059212367073244510e-01 6.331599460365577858e-01 3.804242698865323291e-01
7.252939380762388755e-01 6.538660110683943705e-01 4.312267487774061880e-01
8.673205056421992021e-01 6.321351175001670430e-01 8.102743521062990562e-01
3.417947239401130100e-01 5.436692896684556242e-01 1.962968851147534055e-01
9.961411901186278950e-01 2.432154643063271227e-01 2.568674672271027415e-01
7.319007239096597672e-02 2.578031189967365799e-01 7.631285325440532175e-01
6.978935706830813324e-01 1.286732123171694386e-01 3.762385014280942297e-01
4.209213946174629184e-01 6.649842463619607402e-01 4.559289630437488583e-01
5.865183268255313997e-01 8.396846036089423704e-01 7.264736103123704547e-01
3.650072635085589434e-01 4.483963093444842674e-01 3.676995696900066113e-01
1.097346640066967360e-01 2.032415440873965862e-01 2.838064889441310745e-01
3.141338956023022044e-01 3.130478588199376855e-01 5.766997162529520216e-01
9.716899756197546756e-01 7.746641349237319840e-01 7.911339481728052458e-01
7.592685005395799491e-01 5.969877305237564213e-01 9.176922571709127396e-01
6.896301554470809503e-01 5.003564307368709718e-01 7.708380850053875299e-02
4.884492270855238516e-01 2.128309953403343391e-01 1.326962975467872452e-01
5.060649225293729625e-01 7.850852925969590279e-01 2.950064428055194643e-01
7.687717599091664633e-01 5.256295231622540864e-01 1.490480233707125457e-01
9.649677439797357259e-01 4.016362238885174962e-01 2.952342556626957881e-01
8.469983706337296248e-01 1.244603325154798323e-01 7.335904610737034037e-01
1.878247425654683278e-01 3.924917760125824495e-01 2.318998784621384424e-01
8.412279926923869056e-01 3.900745519398617356e-01 9.746928128822892612e-01
6.252614844151067608e-01 6.936228347029151919e-01 5.215251221324175290e-01
3.089681990755911434e-01 3.955564210524287194e-01 9.409341876619017331e-01
2.012032007246644660e-01 9.882189012202122758e-01 7.583058620038184428e-01
3.597869264926102373e-01 6.415135895056033322e-01 3.809815392930875344e-01
3.814929326399200127e-01 5.038029501945295863e-01 1.672282163537708310e-02
4.935715599433961875e-01 9.715984134468880207e-01 2.854652287855784509e-01
7.482179590766121491e-01 4.427888900704950448e-01 2.092810426177854621e-01
9.050025708181295148e-01 1.682728468021299495e-02 3.035089265995106755e-01
9.990258823239375197e-01 2.621467961899894838e-01 8.490445218592720389e-01
6.056831486557042732e-01 8.060357075271236127e-01 6.303177554434782337e-01
3.626968570578483764e-01 7.607887845834825358e-01 2.648454890397233807e-02
4.468129517344519019e-01 3.718545698701060109e-01 4.770740056373494742e-01
1.276206864960696130e-01 2.225068659462724474e-01 5.620515900997093972e-01
3.877691156559539554e-01 7.916562055903405559e-01 6.051365892775144584e-01
8.612666847869940856e-01 7.323608373256045301e-01 6.018234477585650000e-01
2.876156021959956899e-01 7.827604679261684906e-01 2.512675781710818068e-01
7.521111181440442994e-02 9.628645784432278143e-01 5.400112050964691601e-01
7.738942975498113164e-01 5.292228076303601148e-01 6.115797303718214506e-01
3.389225051650623932e-02 1.867936793538085283e-01 6.746893954347774613e-01
5.705645979524982536e-01 1.585550339867126679e-01 9.520292687261847631e-01
1.543536325474043069e-01 5.103032497386853494e-01 1.440028750192576812e-01
7.173717261062346751e-01 2.763130140951527425e-01 1.341339751217832665e-01
4.598718067051565939e-02 1.748355378976236274e-01 1.917987167235664092e-01
5.369720795717926043e-01 4.510388861713912068e-01 9.572943672535373372e-01
9.541513368666424411e-01 7.965461104684303795e-01 6.715876339807033135e-01
8.450230915683464294e-01 9.387518284798845869e-01 2.261772888700275264e-02
1.181052271508586937e-01 3.602638846836431208e-01 9.358685304259972693e-02
5.995244730532771626e-01 2.603642223481086315e-01 2.643397291323255072e-01
2.883279886478655740e-01 9.771565758439004767e-02 7.409444532381589399e-01
6.506724295996501040e-01 6.065080906412624318e-01 3.404558227777543244e-02
4.294641446388774986e-01 6.852035898998426466e-01 1.563466499035863766e-01
3.856578446575508190e-01 1.983414546993689243e-02 8.185799707724206176e-02
2.164535799990539022e-01 4.146501611412486410e-01 4.632400362873798638e-01
8.845215316181129772e-01 3.166584421740132882e-01 2.146387627719137381e-02
8.262233467711651569e-01 6.184693537357277560e-02 9.299199266222835103e-02
9.631817167397349611e-01 7.533654181283584439e-01 3.378542027792550417e-01
1.321788416191956861e-01 3.867305731718615469e-01 3.391948927801735625e-01
8.744412014424731705e-01 4.187530173140400214e-01 8.204500601562203510e-02
9.268052023585862109e-01 6.223133637152601372e-01 1.167098567810022081e-01
1.131741600464223341e-01 4.659332411642642668e-01 9.208896568911617564e-02
6.317521922027584669e-01 6.163837910949102605e-01 3.208134861815370442e-02
8.074227810412945017e-01 7.867947609394985164e-01 9.153082686153084513e-01
6.703066467384770633e-01 6.928622323352232604e-01 1.637416544531679063e-01
2.388881397881170709e-02 6.556315241841992325e-02 9.644613401603573388e-01
6.457213655596335533e-01 9.469066664934073785e-01 3.493843588720956239e-01
7.552215766614139847e-01 6.539896536166678320e-02 1.662051655929711602e-01
2.771333348719899892e-01 5.503182517007416674e-01 5.574088800909100527e-01
4.989864523070148827e-01 4.244635846320775618e-01 5.757051603390985761e-01
9.666623953878382691e-01 4.580795604861191972e-01 8.374714217984048359e-01
5.587196503187119578e-02 3.855872572300576007e-01 5.604964436423991447e-01
6.203205556549371558e-01 2.500183399320112798e-01 3.992910134865952365e-01
9.470061687356901015e-01 6.488507540119490269e-01 5.849662484122946093e-01
6.529871051984093011e-02 5.217625764314770542e-02 2.113984478320646287e-01
1.378227758486330057e-01 9.837499292732876377e-01 2.747147602664146149e-03
3.658435291805171019e-01 5.842244962380160889e-02 6.400105583176766144e-01
4.653320207485911464e-02 6.840963554172230232e-02 7.994250560811888562e-02
2.717851313028795124e-01 5.763580679966505693e-01 8.054486176308537360e-01
2.671915845012607926e-01 2.831710565694663950e-01 8.244821439519369743e-01
7.459483801763225896e-01 1.268147483573346390e-01 8.063489347063569346e-01
8.312511086352811773e-01 1.778257835671058773e-01 6.269479985725535665e-01
1.967436218212379462e-01 2.434927120280825363e-01 4.940057553286419934e-01
5.222200279508084630e-01 4.790335153981872818e-01 5.411410533042086968e-01
2.131646764254524484e-01 7.785803681279120925e-01 2.778484120286083270e-01
9.126832897191102800e-01 5.151553035895896082e-01 3.036840529445847814e-01
1.743839025083001593e-01 4.852039624160302544e-01 3.762973001513523208e-01
6.230937907219327165e-01 4.984595826229498705e-01 3.695969800069676126e-02
8.330947688085336145e-01 5.167393911939599516e-02 8.275951638592103921e-01
8.127496434167762462e-01 9.239831252875617684e-01 6.644010411515327563e-01
1.606236341053505212e-01 4.419294114540377461e-01 4.394326601704705570e-01
6.323329864819148272e-01 3.811375324040435775e-01 6.756780879691183239e-01
2.039073800978377093e-01 3.533507781465586861e-01 5.433134112873544419e-01
4.276510512144490184e-01 1.225256507690002383e-01 9.658281207625043496e-01
6.912954021364714485e-01 8.330350777910258131e-01 3.574607462891464804e-01
9.448959101690873608e-01 8.124471005528425271e-01 9.795062455878859042e-01
1.973942523898054580e-01 4.771694766007426036e-01 3.858489940723693890e-01
6.138949956030369526e-01 2.502197336679601314e-01 1.004722897506863388e-01
4.766165868289146124e-01 6.394719365196334104e-01 3.840154184913098234e-01
9.874393427162871939e-01 4.059887721488981693e-01 2.998155424378130540e-01
8.138978250995114738e-01 4.666898030327960578e-01 2.732167826992071280e-01
2.864910244716064591e-01 9.471557892442383775e-01 9.617367481599220502e-01
6.462368962429870800e-01 2.787679766747637178e-01 7.113690437189849058e-01
2.167694819361087877e-01 3.220846874139359217e-01 5.417363597027654576e-01
4.011441611645456540e-01 3.510238626345868473e-01 9.741344294864880959e-01
1.702061744797490617e-01 6.137785589494177962e-01 3.854138948384955299e-02
9.171473713390443372e-02 2.099960050117245514e-01 9.916861960144647270e-01
7.264246392277999842e-01 8.680380956291988692e-01 4.948378463671654348e-02
6.814384526526728880e-01 4.399364794360057784e-01 4.164199485553493618e-01
7.082547942479716641e-01 3.083189505355805604e-01 5.134678232710246926e-01
2.607247218237164210e-01 3.914040705924085595e-01 5.333261752047522286e-01
1.578810028262631615e-01 2.761871219052035586e-01 4.204059052215403103e-01
4.727479785281554214e-01 8.000039680110182516e-01 6.429501138675993710e-01
5.624900665221173046e-01 8.698673937003965628e-01 1.973488647767637216e-01
1.040830351780349661e-01 3.937252133677354715e-01 1.371899555572781981e-01
5.559810381008665203e-01 5.736433320658848034e-01 1.315935497496901752e-01
7.160539946963933033e-01 5.565394834256112144e-01 4.231819942696410930e-01
9.174817732993081343e-01 8.559122943833431529e-01 2.209691637648669715e-01
1.665831765258189989e-01 9.155364039147174671e-01 1.572518885137705880e-01
7.572063264186215115e-01 3.125170158121136632e-01 3.611853466325138928e-01
5.537246459677772625e-01 9.259641674233373143e-01 2.056843064619839900e-03
1.622873344023199049e-01 7.202117786599488980e-01 3.944665294244957821e-01
2.878104198967976757e-01 9.628956581275414095e-01 2.640284233242796708e-01
7.141669578683887964e-01 9.642256690925550267e-01 7.627660562464375626e-01
7.094140359205117763e-01 7.232067127676901075e-01 8.052261068309457537e-01
2.712136489199229450e-01 6.266867251784247195e-01 8.028858940435670277e-01
8.882296412968324617e-01 9.058341532080581571e-01 9.038963935874959610e-01
9.763379946487271699e-02 3.764060873778813932e-01 4.563920834904191537e-01
8.916854039669163123e-01 4.192536193798633848e-01 2.649121033591305130e-01
1.985877315925832498e-02 2.887542777621654455e-01 7.807241847334278617e-01
2.017093805985159527e-02 1.649939279484876620e-01 3.109684208465643973e-01
5.320110718845205700e-01 3.630433181948137245e-01 8.826396945897658775e-01
2.074776288518643819e-01 5.616344004190235717e-01 7.778175051376995386e-01
9.296082290939864379e-01 8.734802733413755682e-01 1.355210037406805457e-01
7.918000796455894053e-01 6.753462694980112424e-01 4.216035573870036135e-01
2.556709896246311953e-02 1.679814709579863230e-01 7.494608262320577863e-01
8.400476777677468032e-02 3.126499249880640985e-01 2.552124382766044475e-01
7.461008968986406753e-01 3.590598291763175132e-01 8.718824098875188611e-02
3.704421018161165868e-01 3.268298767186817999e-01 7.170213673193973625e-01
3.201222201986879679e-01 6.936156490920398765e-01 5.385944534337590017e-01
8.877328287244715677e-01 7.333651729435877176e-01 4.079187425363864916e-01
4.849095181984443004e-01 4.713857598653367065e-01 8.717023975185249629e-01
1.380361717125458965e-01 4.242300124285143248e-01 5.349120574812903373e-01
4.362228322386960677e-01 5.980284679987803997e-01 4.988430954198491696e-01
4.136957426619674028e-01 6.868129726159958315e-01 3.293224657084670159e-01
6.069010136690234924e-01 7.285583473338743676e-01 1.306466357938829148e-01
3.264521015049319796e-01 9.447045555986052223e-01 9.660212875626245088e-01
9.923887631356603789e-01 4.252583388827091415e-02 8.265087689118491010e-01
9.352758069942097574e-01 9.019444400552438790e-01 7.149413034806142431e-01
6.756193428878896068e-01 7.196066164883864191e-01 5.748858181470115625e-01
7.884200798433164126e-01 5.019296038006482163e-01 2.259374998912283550e-01
9.434902497816688438e-02 9.082557233023723642e-01 7.548789814030864020e-01
1.772419357603430834e-01 8.224582773234223598e-01 3.003467529241774514e-01
6.356549721085978932e-01 3.561528577486986480e-01 2.141630863306429600e-01
1.756087637828115389e-01 7.095031074440760754e-02 7.443855639465857266e-02
6.909021073258214685e-02 8.991876663737163877e-02 8.340292890000544634e-01
5.178083255163458132e-01 1.285840147994693483e-01 5.249946488828097779e-01
5.426298015540886865e-01 4.965920349441739212e-01 2.064863646169302625e-01
4.343978872245304323e-01 8.708564535693804620e-01 3.837354777850742193e-01
5.039852429121634003e-01 9.302423990750158245e-01 2.328013979444163439e-01
7.255076868062385609e-01 4.838413345039068725e-01 7.873679132996416197e-01
3.596735148257848014e-01 5.423586148739376611e-01 3.682859436514883678e-01
8.661492404529617106e-01 9.148178896585872355e-01 6.318212838540918641e-01
9.810202364628206606e-01 7.320556819078485322e-01 8.304239319682308329e-01
8.947206498619251214e-01 2.719057617661202464e-01 9.866779303171090421e-01
3.904140233428148310e-01 4.972125438158516708e-01 1.803237316629968667e-01
8.214787850033071770e-01 3.368976266911903883e-01 6.893444454848344227e-01
2.183555948683124637e-01 3.513630605551295583e-01 3.842444862829067498e-01
2.366239939357128730e-01 3.506344206918854400e-02 7.702089160972268589e-01
9.503546630566792608e-01 2.262478575562750782e-01 1.626513649707077569e-01
3.476041753555777492e-01 8.276600162971259333e-02 6.497328757632395702e-01
3.685525191996099625e-01 5.624785542668137017e-01 9.058499863649654982e-01
8.615793288939492811e-01 9.216768590469783806e-01 9.350577167713908233e-01
5.898193600864982677e-01 5.023002858629506129e-01 3.761516563706968075e-02
1.024413113800782815e-01 5.239233948745964931e-01 8.560083046111610638e-01
4.326345607117318970e-01 3.729362286387871706e-03 2.123031061951698995e-01
7.599704182197688507e-01 1.584179885297779533e-01 1.995763351554022957e-01
2.855360642034483476e-01 6.092833765614684705e-01 8.364055547707431870e-01
2.188948374279185982e-01 5.994678737814576053e-01 5.299406131466843917e-01
4.448642064761482162e-01 5.804205236557796743e-01 8.141185235724824887e-01
2.174880566784604952e-01 4.972341508794262399e-01 9.792056114612834872e-02
5.132375550687043875e-01 7.910078573202679042e-01 9.985588906517041119e-01
4.756930540857838841e-01 2.966034006997566586e-01 5.795035819171938662e-01
3.717520548106484357e-01 1.170023891195599575e-01 5.244985720304953247e-01
7.991356910058783347e-01 8.911272873731255206e-01 9.781111877004136090e-01
3.677246228585629995e-01 2.516651775815242909e-01 1.108207735463092591e-01
4.362319172994092442e-01 8.070271602470544536e-01 2.346447876245176811e-01
8.495664980662654964e-01 7.117370178186778196e-01 2.009428205260435085e-01
6.317515391392956037e-01 8.196921827935081950e-01 9.328703661209736264e-01
1.622147636965876050e-01 8.220151936558257599e-01 7.758490878317250150e-01
2.437216406415870784e-01 2.945814106681431399e-01 9.570840322522522481e-01
3.620160579603560747e-01 2.889761052504432604e-01 7.200111192047169428e-01
1.329060104599528724e-01 4.831693166218947733e-01 3.581331262376146185e-01
5.439863429623551516e-01 6.032501438505056823e-01 6.401074539004775188e-01
4.323990581888031981e-01 8.869324087540135793e-01 8.356760923639591221e-01
9.333577853920361767e-01 4.459056416232484166e-01 7.300859144743023776e-01
